項次,銷售日期,機台,序號,時間,交易型態,票證晶片碼,交易前餘額,扣款金額,現金加值金額,現金加值取消,自動加值金額,交易後餘額,票證種類
104,2018/8/13,585043,2963,0.807638889,銷售交易,10068694,274,198,0,0,0,76,悠遊卡
105,2018/8/13,585043,3355,0.794444444,銷售交易,10591392,5,31,0,0,200,174,一卡通
106,2018/8/13,585043,928,0.793055556,銷售交易,7281899,434,52,0,0,0,382,悠遊卡
107,2018/8/13,585043,441,0.791666667,銷售交易,8792600,180,412,0,0,500,268,悠遊卡
108,2018/8/13,585043,3556,0.790972222,銷售交易,8728260,183,420,0,0,400,163,一卡通
109,2018/8/13,585043,717,0.713194444,現金加值,10259710,283,0,"1,000",0,0,"1,283",一卡通
110,2018/8/13,585043,2406,0.73125,銷售交易,8998964,76,529,0,0,500,47,一卡通
111,2018/8/13,585043,3286,0.729166667,銷售交易,9022129,188,20,0,0,0,168,悠遊卡
112,2018/8/13,585043,919,0.69375,銷售交易,9692405,31,533,0,0,"1,000",498,悠遊卡
113,2018/8/13,585043,934,0.672916667,銷售交易,10125045,271,58,0,0,0,213,悠遊卡
114,2018/8/13,585043,1754,0.645833333,銷售交易,10390584,105,800,0,0,"1,000",305,悠遊卡
115,2018/8/13,585043,2940,0.707638889,銷售交易,8368373,62,230,0,0,500,332,一卡通
116,2018/8/13,585043,3333,0.700694444,銷售交易,9369950,332,33,0,0,0,299,悠遊卡
117,2018/8/13,585043,796,0.713888889,銷售交易,10259710,"1,283",590,0,0,0,693,一卡通
118,2018/8/13,585043,1739,0.745138889,銷售交易,8264895,157,395,0,0,400,162,一卡通
119,2018/8/13,585043,2573,0.498611111,銷售交易,7251148,41,86,0,0,500,455,悠遊卡
120,2018/8/13,585043,2145,0.495833333,銷售交易,7435046,80,28,0,0,0,52,悠遊卡
121,2018/8/13,585043,3079,0.820833333,銷售交易,8224470,"7,215",211,0,0,0,"7,004",悠遊卡
122,2018/8/13,585043,3347,0.81875,銷售交易,7432190,398,275,0,0,0,123,悠遊卡
123,2018/8/13,585043,422,0.817361111,銷售交易,7296159,29,330,0,0,400,99,一卡通
124,2018/8/13,585043,2685,0.814583333,銷售交易,8162945,356,115,0,0,0,241,悠遊卡
125,2018/8/13,585043,1093,0.844444444,銷售交易,9383498,430,169,0,0,0,261,悠遊卡
126,2018/8/13,585043,1629,0.844444444,銷售交易,8373566,180,157,0,0,0,23,悠遊卡
127,2018/8/13,585043,2106,0.843055556,銷售交易,9708263,"1,895",453,0,0,0,"1,442",悠遊卡
128,2018/8/13,585043,1630,0.900694444,銷售交易,8696170,121,70,0,0,0,51,悠遊卡
129,2018/8/13,585043,2534,0.9,銷售交易,8255509,396,164,0,0,0,232,悠遊卡
130,2018/8/13,585043,1489,0.895833333,銷售交易,10500835,95,49,0,0,0,46,悠遊卡
131,2018/8/13,585043,1472,0.883333333,銷售交易,9594550,426,70,0,0,0,356,悠遊卡
132,2018/8/13,585043,1910,0.877083333,銷售交易,8457438,288,372,0,0,500,416,悠遊卡
133,2018/8/13,585043,709,0.875,銷售交易,8599799,259,81,0,0,0,178,悠遊卡
134,2018/8/13,585043,3051,0.861805556,銷售交易,7822996,104,85,0,0,0,19,悠遊卡
135,2018/8/13,585043,321,0.857638889,銷售交易,9351950,786,96,0,0,0,690,悠遊卡
136,2018/8/13,585043,2029,0.857638889,交易作廢,9351950,658,-128,0,0,0,786,悠遊卡
137,2018/8/13,585043,1454,0.85625,銷售交易,9351950,786,128,0,0,0,658,悠遊卡
138,2018/8/13,585043,1008,0.928472222,銷售交易,8558543,349,186,0,0,0,163,悠遊卡
139,2018/8/13,585043,2002,0.8,銷售交易,7608242,340,240,0,0,0,100,悠遊卡
140,2018/8/13,585043,2856,0.798611111,銷售交易,10384582,159,32,0,0,0,127,悠遊卡
141,2018/8/13,585043,1995,0.754166667,銷售交易,9063025,457,589,0,0,500,368,悠遊卡
142,2018/8/13,585043,3549,0.763194444,銷售交易,10268537,191,59,0,0,0,132,一卡通
143,2018/8/13,585043,3130,0.759722222,銷售交易,7822154,135,181,0,0,500,454,悠遊卡
144,2018/8/13,585043,686,0.75625,銷售交易,7237375,210,68,0,0,0,142,悠遊卡
145,2018/8/13,585043,3402,0.838888889,銷售交易,10387126,441,134,0,0,0,307,悠遊卡
146,2018/8/13,585043,2134,0.770138889,銷售交易,10020239,373,377,0,0,500,496,悠遊卡
147,2018/8/13,585043,2835,0.768055556,銷售交易,9544900,432,352,0,0,0,80,悠遊卡
148,2018/8/13,585043,1986,0.765972222,銷售交易,8578502,161,323,0,0,500,338,悠遊卡
149,2018/8/13,585043,427,0.470833333,銷售交易,8006863,166,207,0,0,500,459,悠遊卡
150,2018/8/13,585043,2493,0.365972222,銷售交易,7917875,250,520,0,0,500,230,悠遊卡
151,2018/8/13,585043,2845,0.783333333,銷售交易,8008328,118,607,0,0,500,11,悠遊卡
152,2018/8/13,585043,3127,0.782638889,銷售交易,8598366,265,158,0,0,0,107,悠遊卡
153,2018/8/13,585043,399,0.779166667,銷售交易,9493146,187,306,0,0,200,81,一卡通
154,2018/8/13,585043,1050,0.94375,銷售交易,7934358,290,232,0,0,0,58,悠遊卡
155,2018/8/13,585043,1669,0.91875,銷售交易,7524202,314,136,0,0,0,178,悠遊卡
156,2018/8/13,585043,2123,0.918055556,銷售交易,7928846,154,890,0,0,800,64,一卡通
157,2018/8/13,585043,1481,0.493055556,銷售交易,10422697,316,240,0,0,0,76,悠遊卡
1,2018/8/14,585066,2810,0.677083333,現金加值,8229414,215,0,"1,000",0,0,"1,215",悠遊卡
2,2018/8/14,585066,2280,0.625,現金加值,9407187,"1,764",0,700,0,0,"2,464",悠遊卡
3,2018/8/14,585066,1583,0.3875,現金加值,8191861,306,0,"1,000",0,0,"1,306",悠遊卡
4,2018/8/14,585066,3047,0.378472222,銷售交易,10149764,369,120,0,0,0,249,悠遊卡
5,2018/8/14,585066,2250,0.349305556,銷售交易,7522946,358,129,0,0,0,229,悠遊卡
6,2018/8/14,585066,1055,0.358333333,銷售交易,9987645,117,393,0,0,500,224,悠遊卡
7,2018/8/14,585066,1428,0.336111111,銷售交易,9635908,351,16,0,0,0,335,悠遊卡
8,2018/8/14,585066,2546,0.667361111,銷售交易,10527560,758,75,0,0,0,683,悠遊卡
9,2018/8/14,585066,2843,0.651388889,銷售交易,7398476,609,219,0,0,0,390,悠遊卡
10,2018/8/14,585066,2312,0.677083333,銷售交易,8935196,"1,769",37,0,0,0,"1,732",悠遊卡
11,2018/8/14,585066,2461,0.920833333,銷售交易,7110563,302,519,0,0,500,283,悠遊卡
12,2018/8/14,585066,1976,0.919444444,銷售交易,7839587,460,129,0,0,0,331,悠遊卡
13,2018/8/14,585066,1666,0.564583333,銷售交易,8540938,162,411,0,0,500,251,悠遊卡
14,2018/8/14,585066,1214,0.783333333,銷售交易,9786065,0,300,0,0,500,200,一卡通
15,2018/8/14,585066,393,0.882638889,銷售交易,7237375,"1,142",850,0,0,0,292,悠遊卡
16,2018/8/14,585066,1985,0.881944444,銷售交易,7159601,336,79,0,0,0,257,一卡通
17,2018/8/14,585066,2559,0.881944444,銷售交易,7159601,490,154,0,0,0,336,一卡通
18,2018/8/14,585066,3151,0.886111111,銷售交易,7471607,44,680,0,0,"1,000",364,悠遊卡
19,2018/8/14,585066,1351,0.885416667,銷售交易,7150105,273,573,0,0,500,200,悠遊卡
20,2018/8/14,585066,601,0.386805556,銷售交易,8191861,"1,306",745,0,0,0,561,悠遊卡
21,2018/8/14,585066,1755,0.804861111,銷售交易,9367360,223,124,0,0,0,99,悠遊卡
22,2018/8/14,585066,1207,0.625,銷售交易,9407187,"2,464",44,0,0,0,"2,420",悠遊卡
23,2018/8/14,585066,3340,0.677777778,銷售交易,8229414,"1,215",830,0,0,0,385,悠遊卡
24,2018/8/14,585066,1833,0.691666667,銷售交易,8718138,324,264,0,0,0,60,悠遊卡
25,2018/8/14,585066,2864,0.364583333,銷售交易,8929786,139,39,0,0,0,100,悠遊卡
26,2018/8/14,585066,1603,0.911805556,銷售交易,10508661,330,40,0,0,0,290,悠遊卡
27,2018/8/14,585066,2497,0.909722222,銷售交易,7259484,145,287,0,0,500,358,悠遊卡
28,2018/8/14,585066,770,0.952777778,銷售交易,10514708,12,75,0,0,500,437,悠遊卡
29,2018/8/14,585066,3523,0.93125,銷售交易,9513300,378,311,0,0,0,67,悠遊卡
30,2018/8/14,585066,2556,0.854861111,銷售交易,9365521,45,520,0,0,500,25,一卡通
31,2018/8/14,585066,1084,0.429861111,銷售交易,9207291,517,89,0,0,0,428,一卡通
32,2018/8/14,585066,3274,0.620138889,銷售交易,8179321,885,216,0,0,0,669,悠遊卡
33,2018/8/14,585066,1556,0.619444444,銷售交易,10026506,161,300,0,0,200,61,一卡通
34,2018/8/14,585066,1995,0.596527778,銷售交易,8903331,140,300,0,0,200,40,一卡通
35,2018/8/14,585066,913,0.788194444,銷售交易,10307713,200,153,0,0,0,47,悠遊卡
36,2018/8/14,585066,3402,0.793055556,銷售交易,8200274,449,280,0,0,0,169,悠遊卡
37,2018/8/14,585066,1725,0.916666667,銷售交易,8324812,403,349,0,0,0,54,悠遊卡
38,2018/8/14,585066,1122,0.914583333,銷售交易,8817123,323,59,0,0,0,264,悠遊卡
39,2018/8/14,585066,3125,0.822222222,銷售交易,9274588,"1,439",38,0,0,0,"1,401",悠遊卡
40,2018/8/14,585066,321,0.811805556,銷售交易,7311238,158,86,0,0,0,72,悠遊卡
41,2018/8/14,585066,2210,0.808333333,銷售交易,10231183,"1,221",156,0,0,0,"1,065",悠遊卡
42,2018/8/14,585066,2036,0.684722222,銷售交易,9221887,88,160,0,0,500,428,悠遊卡
43,2018/8/14,585066,1568,0.631944444,銷售交易,10125045,91,58,0,0,0,33,悠遊卡
44,2018/8/14,585066,954,0.592361111,銷售交易,9244983,189,430,0,0,500,259,悠遊卡
45,2018/8/14,585066,316,0.896527778,銷售交易,9013026,205,78,0,0,0,127,悠遊卡
46,2018/8/14,585066,596,0.891666667,銷售交易,7293615,327,155,0,0,0,172,悠遊卡
47,2018/8/14,585066,1345,0.888888889,銷售交易,9672792,67,515,0,0,500,52,一卡通
48,2018/8/14,585066,1661,0.85,銷售交易,9329650,909,98,0,0,0,811,悠遊卡
49,2018/8/14,585066,1867,0.849305556,銷售交易,8632454,366,56,0,0,0,310,悠遊卡
50,2018/8/14,585066,2534,0.847916667,銷售交易,9922276,565,328,0,0,0,237,悠遊卡
51,2018/8/14,585066,3548,0.844444444,銷售交易,7178634,129,115,0,0,0,14,悠遊卡
52,2018/8/14,585066,1994,0.522916667,銷售交易,8753075,283,317,0,0,500,466,悠遊卡
53,2018/8/14,585066,953,0.4125,銷售交易,7917875,230,84,0,0,0,146,悠遊卡
54,2018/8/14,585066,469,0.409722222,銷售交易,8059185,280,218,0,0,0,62,悠遊卡
55,2018/8/14,585066,685,0.409027778,銷售交易,7684301,35,218,0,0,500,317,悠遊卡
56,2018/8/14,585066,2047,0.832638889,銷售交易,8137626,335,57,0,0,0,278,悠遊卡
57,2018/8/14,585066,2491,0.927777778,銷售交易,9780542,38,270,0,0,500,268,悠遊卡
58,2018/8/14,585066,2991,0.464583333,銷售交易,9340548,820,332,0,0,0,488,悠遊卡
59,2018/8/14,585066,3404,0.464583333,交易作廢,9340548,485,-335,0,0,0,820,悠遊卡
60,2018/8/14,585066,3284,0.947222222,銷售交易,7411179,344,"1,000",0,0,"1,000",344,一卡通
61,2018/8/14,585066,3275,0.902777778,銷售交易,7556840,94,49,0,0,0,45,悠遊卡
62,2018/8/14,585066,3294,0.901388889,銷售交易,9651670,45,449,0,0,500,96,悠遊卡
63,2018/8/14,585066,3100,0.864583333,銷售交易,10598793,110,149,0,0,500,461,悠遊卡
64,2018/8/14,585066,543,0.463888889,銷售交易,9340548,320,335,0,0,500,485,悠遊卡
65,2018/8/14,585066,1579,0.788194444,現金加值,10307713,47,0,"1,000",0,0,"1,047",悠遊卡
66,2018/8/14,585066,1050,0.883333333,現金加值,7237375,142,0,"1,000",0,0,"1,142",悠遊卡
67,2018/8/14,585047,1016,0.495833333,銷售交易,8774727,213,300,0,0,500,413,一卡通
68,2018/8/14,585047,3583,0.759027778,銷售交易,10554157,531,440,0,0,0,91,悠遊卡
69,2018/8/14,585047,1692,0.7375,銷售交易,9794026,498,49,0,0,0,449,悠遊卡
70,2018/8/14,585047,3077,0.756944444,銷售交易,9063025,368,431,0,0,500,437,悠遊卡
71,2018/8/14,585047,953,0.779861111,銷售交易,8880386,-14,64,0,0,500,422,悠遊卡
72,2018/8/14,585047,2902,0.748611111,銷售交易,9865170,434,49,0,0,0,385,悠遊卡
73,2018/8/14,585047,3519,0.764583333,銷售交易,8958619,816,314,0,0,0,502,悠遊卡
74,2018/8/14,585047,2351,0.491666667,銷售交易,10076551,211,69,0,0,0,142,悠遊卡
75,2018/8/14,585047,3085,0.694444444,銷售交易,10422697,76,67,0,0,0,9,悠遊卡
76,2018/8/14,585047,2073,0.695138889,現金加值,10422697,9,0,"1,000",0,0,"1,009",悠遊卡
77,2018/8/14,585043,3442,0.673611111,現金加值,9211070,70,0,"1,000",0,0,"1,070",悠遊卡
78,2018/8/14,585043,3559,0.6375,現金加值,7492473,538,0,500,0,0,"1,038",悠遊卡
79,2018/8/14,585043,2864,0.444444444,現金加值,8191861,423,0,"1,000",0,0,"1,423",悠遊卡
80,2018/8/14,585043,319,0.345833333,銷售交易,7249648,542,8,0,0,0,534,悠遊卡
81,2018/8/14,585043,1828,0.772916667,銷售交易,10299612,515,147,0,0,0,368,悠遊卡
82,2018/8/14,585043,3395,0.771527778,銷售交易,10115565,269,83,0,0,0,186,悠遊卡
83,2018/8/14,585043,846,0.741666667,銷售交易,10064824,308,380,0,0,500,428,一卡通
84,2018/8/14,585043,2735,0.760416667,銷售交易,8480854,168,128,0,0,0,40,悠遊卡
85,2018/8/14,585043,2989,0.673611111,銷售交易,9211070,"1,070",591,0,0,0,479,悠遊卡
86,2018/8/14,585043,522,0.746527778,銷售交易,8757668,97,325,0,0,500,272,悠遊卡
87,2018/8/14,585043,3130,0.745138889,銷售交易,9034468,168,91,0,0,0,77,一卡通
88,2018/8/14,585043,1880,0.886111111,銷售交易,9956695,83,76,0,0,0,7,一卡通
89,2018/8/14,585043,423,0.922916667,銷售交易,9492277,218,39,0,0,0,179,悠遊卡
90,2018/8/14,585043,2459,0.919444444,銷售交易,7341140,496,200,0,0,0,296,悠遊卡
91,2018/8/14,585043,2891,0.91875,銷售交易,7850757,251,12,0,0,0,239,悠遊卡
92,2018/8/14,585043,1499,0.827083333,銷售交易,8967601,"1,022",152,0,0,0,870,悠遊卡
93,2018/8/14,585043,743,0.489583333,銷售交易,8537103,81,199,0,0,500,382,悠遊卡
94,2018/8/14,585043,1791,0.506944444,銷售交易,7709798,554,30,0,0,0,524,悠遊卡
95,2018/8/14,585043,1624,0.506944444,銷售交易,10337078,"3,556",118,0,0,0,"3,438",悠遊卡
96,2018/8/14,585043,3519,0.488888889,銷售交易,9230026,434,16,0,0,0,418,悠遊卡
97,2018/8/14,585043,894,0.439583333,銷售交易,8803010,469,375,0,0,0,94,悠遊卡
98,2018/8/14,585043,1602,0.439583333,交易作廢,8803010,45,-424,0,0,0,469,悠遊卡
99,2018/8/14,585043,1055,0.438194444,銷售交易,8803010,469,424,0,0,0,45,悠遊卡
100,2018/8/14,585043,2453,0.4375,銷售交易,8707894,122,184,0,0,500,438,悠遊卡
101,2018/8/14,585043,1454,0.863888889,銷售交易,10591392,144,55,0,0,0,89,一卡通
102,2018/8/14,585043,1000,0.863888889,銷售交易,8150881,"1,391",253,0,0,0,"1,138",悠遊卡
103,2018/8/14,585043,1782,0.861805556,銷售交易,10066779,761,335,0,0,0,426,悠遊卡
104,2018/8/14,585043,3048,0.861805556,銷售交易,9172994,157,347,0,0,500,310,悠遊卡
105,2018/8/14,585043,1755,0.856944444,銷售交易,9970730,509,179,0,0,0,330,悠遊卡
106,2018/8/14,585043,2259,0.836111111,銷售交易,9791699,670,114,0,0,0,556,悠遊卡
107,2018/8/14,585043,2679,0.765972222,銷售交易,8479730,173,68,0,0,0,105,悠遊卡
108,2018/8/14,585043,2443,0.776388889,銷售交易,7501061,123,190,0,0,500,433,悠遊卡
109,2018/8/14,585043,727,0.736805556,銷售交易,10097756,396,35,0,0,0,361,悠遊卡
110,2018/8/14,585043,1835,0.607638889,銷售交易,7115839,526,74,0,0,0,452,悠遊卡
111,2018/8/14,585043,2963,0.8,銷售交易,10321708,153,275,0,0,200,78,一卡通
112,2018/8/14,585043,2555,0.735416667,銷售交易,9069790,253,19,0,0,0,234,一卡通
113,2018/8/14,585043,1066,0.33125,銷售交易,7709798,573,19,0,0,0,554,悠遊卡
114,2018/8/14,585043,2312,0.796527778,銷售交易,9672792,405,338,0,0,0,67,一卡通
115,2018/8/14,585043,1746,0.79375,銷售交易,9095664,37,56,0,0,500,481,悠遊卡
116,2018/8/14,585043,2546,0.792361111,銷售交易,7425312,"1,092",149,0,0,0,943,悠遊卡
117,2018/8/14,585043,3172,0.790972222,銷售交易,9478472,454,35,0,0,0,419,悠遊卡
118,2018/8/14,585043,428,0.786805556,銷售交易,9424334,739,692,0,0,0,47,悠遊卡
119,2018/8/14,585043,1938,0.636805556,銷售交易,7492473,"1,038",674,0,0,0,364,悠遊卡
120,2018/8/14,585043,689,0.751388889,銷售交易,9687961,974,391,0,0,0,583,悠遊卡
121,2018/8/14,585043,2988,0.782638889,銷售交易,9375361,202,142,0,0,0,60,悠遊卡
122,2018/8/14,585043,3121,0.932638889,銷售交易,7391053,413,400,0,0,0,13,悠遊卡
123,2018/8/14,585043,1669,0.925694444,銷售交易,9063025,437,410,0,0,0,27,悠遊卡
124,2018/8/14,585043,3310,0.889583333,銷售交易,7546574,389,197,0,0,0,192,悠遊卡
125,2018/8/14,585043,3074,0.513888889,銷售交易,8030606,43,247,0,0,400,196,一卡通
126,2018/8/14,585043,1333,0.894444444,銷售交易,9956695,7,32,0,0,500,475,一卡通
127,2018/8/14,585043,1472,0.89375,銷售交易,7349310,856,24,0,0,0,832,悠遊卡
128,2018/8/14,585043,2668,0.893055556,銷售交易,10508682,176,88,0,0,0,88,悠遊卡
129,2018/8/14,585043,3001,0.909722222,銷售交易,8672407,286,320,0,0,500,466,悠遊卡
130,2018/8/14,585043,1860,0.909027778,銷售交易,9577317,341,129,0,0,0,212,悠遊卡
131,2018/8/14,585043,494,0.846527778,銷售交易,7823486,159,690,0,0,600,69,一卡通
132,2018/8/14,585043,1248,0.845833333,銷售交易,10346813,129,39,0,0,0,90,悠遊卡
133,2018/8/14,585043,2362,0.465277778,銷售交易,8006863,459,8,0,0,0,451,悠遊卡
134,2018/8/14,585043,1046,0.402083333,銷售交易,8481906,"1,862",113,0,0,0,"1,749",悠遊卡
135,2018/8/14,585043,3267,0.856944444,現金加值,9970730,9,0,500,0,0,509,悠遊卡
136,2018/8/14,585043,3147,0.791666667,現金加值,7425312,392,0,700,0,0,"1,092",悠遊卡
137,2018/8/14,585043,3429,0.503472222,銷售交易,8474332,400,154,0,0,0,246,悠遊卡
138,2018/8/14,585043,2625,0.563194444,銷售交易,8766388,"2,950",401,0,0,0,"2,549",悠遊卡
139,2018/8/14,585043,2575,0.805555556,銷售交易,8293216,507,250,0,0,0,257,悠遊卡
140,2018/8/14,585043,2711,0.732638889,銷售交易,9777490,291,161,0,0,0,130,悠遊卡
141,2018/8/14,585043,1892,0.731944444,銷售交易,7180492,380,39,0,0,0,341,悠遊卡
142,2018/8/14,585043,2862,0.731944444,銷售交易,8368373,332,70,0,0,0,262,一卡通
143,2018/8/14,585043,3522,0.44375,銷售交易,8191861,561,138,0,0,0,423,悠遊卡
144,2018/8/14,585043,2616,0.422916667,銷售交易,7561959,895,42,0,0,0,853,悠遊卡
145,2018/8/14,585043,487,0.463194444,銷售交易,8752843,15,419,0,0,500,96,一卡通
146,2018/8/14,585043,794,0.461805556,銷售交易,8049059,74,300,0,0,500,274,一卡通
147,2018/8/14,585043,3439,0.899305556,銷售交易,9297999,173,493,0,0,500,180,悠遊卡
148,2018/8/14,585043,2670,0.878472222,銷售交易,8998964,47,210,0,0,500,337,一卡通
149,2018/8/14,585043,3015,0.875,銷售交易,7321137,"1,050",60,0,0,0,990,悠遊卡
150,2018/8/14,585043,1575,0.946527778,銷售交易,10237438,171,42,0,0,0,129,悠遊卡
151,2018/8/14,585043,1476,0.946527778,銷售交易,9603751,484,670,0,0,500,314,一卡通
152,2018/8/14,585043,3530,0.942361111,銷售交易,9574240,521,75,0,0,0,446,悠遊卡
153,2018/8/14,585043,3113,0.915277778,銷售交易,7524202,178,100,0,0,0,78,悠遊卡
1,2018/8/15,585066,2239,0.902083333,銷售交易,8666691,364,496,0,0,500,368,悠遊卡
2,2018/8/15,585066,1937,0.898611111,銷售交易,7524759,566,217,0,0,0,349,悠遊卡
3,2018/8/15,585066,1345,0.890277778,銷售交易,7607907,226,57,0,0,0,169,悠遊卡
4,2018/8/15,585066,727,0.889583333,銷售交易,8667002,264,79,0,0,0,185,悠遊卡
5,2018/8/15,585066,2963,0.697222222,銷售交易,7475590,734,139,0,0,0,595,悠遊卡
6,2018/8/15,585066,1813,0.69375,銷售交易,8353082,771,574,0,0,0,197,悠遊卡
7,2018/8/15,585066,491,0.777777778,銷售交易,10020239,496,331,0,0,0,165,悠遊卡
8,2018/8/15,585066,934,0.452083333,銷售交易,8907298,500,174,0,0,0,326,悠遊卡
9,2018/8/15,585066,487,0.919444444,銷售交易,7608242,100,224,0,0,500,376,悠遊卡
10,2018/8/15,585066,1256,0.949305556,銷售交易,9816227,465,52,0,0,0,413,悠遊卡
11,2018/8/15,585066,2271,0.946527778,銷售交易,8672407,466,187,0,0,0,279,悠遊卡
12,2018/8/15,585066,2573,0.423611111,銷售交易,8049059,274,300,0,0,500,474,一卡通
13,2018/8/15,585066,514,0.55,銷售交易,8340099,224,843,0,0,"1,000",381,悠遊卡
14,2018/8/15,585066,2346,0.453472222,銷售交易,10102798,22,100,0,0,500,422,悠遊卡
15,2018/8/15,585066,3005,0.452777778,銷售交易,10102798,297,275,0,0,0,22,悠遊卡
16,2018/8/15,585066,3074,0.43125,銷售交易,9076540,45,231,0,0,500,314,悠遊卡
17,2018/8/15,585066,3044,0.661111111,銷售交易,10594314,435,20,0,0,0,415,悠遊卡
18,2018/8/15,585066,3451,0.659027778,銷售交易,8937411,58,39,0,0,0,19,悠遊卡
19,2018/8/15,585066,1775,0.542361111,銷售交易,8836844,641,118,0,0,0,523,悠遊卡
20,2018/8/15,585066,1160,0.715277778,銷售交易,9389672,459,12,0,0,0,447,悠遊卡
21,2018/8/15,585066,3127,0.656944444,銷售交易,10087062,111,84,0,0,0,27,悠遊卡
22,2018/8/15,585066,414,0.433333333,銷售交易,7271603,97,101,0,0,500,496,一卡通
23,2018/8/15,585066,3069,0.334027778,銷售交易,7475590,241,36,0,0,0,205,悠遊卡
24,2018/8/15,585066,2250,0.34375,銷售交易,8489806,"1,210",43,0,0,0,"1,167",悠遊卡
25,2018/8/15,585066,2397,0.375,銷售交易,8028882,89,408,0,0,500,181,悠遊卡
26,2018/8/15,585066,2594,0.881944444,銷售交易,10576661,309,109,0,0,0,200,悠遊卡
27,2018/8/15,585066,2559,0.884027778,銷售交易,10010193,248,110,0,0,0,138,悠遊卡
28,2018/8/15,585066,1509,0.884027778,銷售交易,10152579,"1,395",753,0,0,0,642,悠遊卡
29,2018/8/15,585066,1794,0.364583333,銷售交易,8549206,242,279,0,0,500,463,悠遊卡
30,2018/8/15,585066,2120,0.353472222,銷售交易,8563733,179,92,0,0,0,87,悠遊卡
31,2018/8/15,585066,1822,0.352777778,銷售交易,8340099,58,834,0,0,"1,000",224,悠遊卡
32,2018/8/15,585066,1016,0.339583333,銷售交易,8054810,"1,820",194,0,0,0,"1,626",悠遊卡
33,2018/8/15,585066,423,0.857638889,銷售交易,8882808,472,102,0,0,0,370,一卡通
34,2018/8/15,585066,1383,0.4875,銷售交易,9755816,901,846,0,0,0,55,悠遊卡
35,2018/8/15,585066,1316,0.440972222,銷售交易,7865353,481,"1,000",0,0,"1,000",481,一卡通
36,2018/8/15,585066,1119,0.633333333,銷售交易,8540938,193,415,0,0,500,278,悠遊卡
37,2018/8/15,585066,2641,0.636111111,銷售交易,10194650,"1,201",801,0,0,0,400,悠遊卡
38,2018/8/15,585066,1207,0.6375,銷售交易,9558060,"9,628",576,0,0,0,"9,052",一卡通
39,2018/8/15,585066,3288,0.930555556,現金加值,7934358,109,0,500,0,0,609,悠遊卡
40,2018/8/15,585066,3439,0.883333333,現金加值,10152579,395,0,"1,000",0,0,"1,395",悠遊卡
41,2018/8/15,585066,2070,0.876388889,銷售交易,8819607,130,82,0,0,0,48,悠遊卡
42,2018/8/15,585066,2424,0.867361111,銷售交易,8324812,522,48,0,0,0,474,悠遊卡
43,2018/8/15,585066,2280,0.636805556,現金加值,10194650,701,0,500,0,0,"1,201",悠遊卡
44,2018/8/15,585066,525,0.635416667,現金加值,10194650,201,0,500,0,0,701,悠遊卡
45,2018/8/15,585066,590,0.452777778,現金加值,8907298,0,0,500,0,0,500,悠遊卡
46,2018/8/15,585066,1598,0.383333333,銷售交易,8471106,142,147,0,0,500,495,一卡通
47,2018/8/15,585066,1030,0.382638889,銷售交易,8610533,388,108,0,0,0,280,一卡通
48,2018/8/15,585066,794,0.725,銷售交易,10342619,495,50,0,0,0,445,悠遊卡
49,2018/8/15,585066,3347,0.722222222,銷售交易,9956695,427,169,0,0,0,258,一卡通
50,2018/8/15,585066,1178,0.720138889,銷售交易,10605302,7,393,0,0,500,114,悠遊卡
51,2018/8/15,585066,2843,0.666666667,銷售交易,8334052,197,488,0,0,500,209,悠遊卡
52,2018/8/15,585066,2625,0.436805556,銷售交易,9987645,101,71,0,0,0,30,悠遊卡
53,2018/8/15,585066,2958,0.483333333,銷售交易,8498745,142,183,0,0,500,459,悠遊卡
54,2018/8/15,585066,760,0.6,銷售交易,8995265,456,47,0,0,0,409,悠遊卡
55,2018/8/15,585066,2008,0.545138889,銷售交易,10125045,411,58,0,0,0,353,悠遊卡
56,2018/8/15,585066,2144,0.771527778,銷售交易,9859744,5,11,0,0,500,494,一卡通
57,2018/8/15,585066,2106,0.789583333,銷售交易,8338748,"1,464",244,0,0,0,"1,220",悠遊卡
58,2018/8/15,585066,2197,0.808333333,銷售交易,9051491,485,30,0,0,0,455,悠遊卡
59,2018/8/15,585066,355,0.678472222,銷售交易,9957277,44,49,0,0,500,495,悠遊卡
60,2018/8/15,585066,1272,0.957638889,銷售交易,9168459,190,69,0,0,0,121,悠遊卡
61,2018/8/15,585066,3001,0.846527778,銷售交易,10397220,932,47,0,0,0,885,悠遊卡
62,2018/8/15,585066,3115,0.811111111,銷售交易,10270009,181,147,0,0,0,34,悠遊卡
63,2018/8/15,585066,2427,0.819444444,銷售交易,9274103,539,90,0,0,0,449,悠遊卡
64,2018/8/15,585066,3568,0.815972222,銷售交易,7296159,99,406,0,0,400,93,一卡通
65,2018/8/15,585066,2151,0.415277778,銷售交易,8481906,"1,674",199,0,0,0,"1,475",悠遊卡
66,2018/8/15,585066,1313,0.686111111,銷售交易,8326615,270,124,0,0,0,146,悠遊卡
67,2018/8/15,585066,3409,0.895833333,銷售交易,7546808,418,114,0,0,0,304,悠遊卡
68,2018/8/15,585066,3583,0.893055556,銷售交易,7448036,271,205,0,0,0,66,悠遊卡
69,2018/8/15,585066,415,0.911111111,銷售交易,10445418,492,82,0,0,0,410,悠遊卡
70,2018/8/15,585066,2341,0.902083333,銷售交易,7608105,213,29,0,0,0,184,一卡通
71,2018/8/15,585066,744,0.929861111,銷售交易,7934358,609,396,0,0,0,213,悠遊卡
